-5976,-2593,18363,7749,-9
-4160,-3393,18191,7844,-10
83,-2473,18227,7420,-8
2583,-3353,19787,7925,-9
5807,-2021,19327,7932,-7
8971,-1841,16039,7627,-8
10743,-2721,16687,7437,-6
13575,-1465,14243,8042,-11
16363,-745,10631,7640,-4
17087,-1549,9187,7736,-3
17711,-953,6939,7552,-13
18355,-1857,3575,7509,-4
18863,-293,859,7810,-45
16671,-877,-1660,8221,-143
16367,462,-4596,7764,176
14359,-425,-8852,7825,-174
13215,-1085,-10504,7656,-173
9251,-325,-12304,7999,177
5499,790,-13432,7712,178
5003,-1217,-14212,7922,-176
1035,-985,-14124,7957,-173
-3360,-2261,-14012,8161,-172
-4700,-2493,-11148,8100,-171
-8360,-1085,-10720,7812,-166
-9492,-1645,-7628,7669,-169
-12788,-117,-6352,7779,-165
-14004,-1769,-1812,7827,-142
-15704,-3353,555,7733,-88
-14444,-1845,3467,7804,-18
-13620,-2185,5359,8518,-16
-13436,-2753,14843,7874,-17
-10916,-2117,11751,7768,-10
-10976,-2449,15931,7540,-7
-5656,-1653,16067,7845,-5
-5736,-2649,17955,7867,-9
